-0.100,-2.000,4.400,-2.000,-3.000,4.500
-0.147,-2.083,4.482,-2.111,-3.281,5.003
-0.143,-2.117,4.556,-2.442,-3.279,4.710
-0.143,-2.125,4.556,-2.432,-3.284,4.713
